@RELATION emotion
@ATTRIBUTE term	string
@ATTRIBUTE noun {true,false}
@ATTRIBUTE verb {true,false}
@ATTRIBUTE adjective {true,false}
@ATTRIBUTE adverb {true,false}
@ATTRIBUTE title-word {true,false}
@ATTRIBUTE repeat-word {true,false}
@ATTRIBUTE lastline {true,false}
@ATTRIBUTE  negation{true,false}
@ATTRIBUTE simile {true,false}
@ATTRIBUTE metaphore {true,false}
@ATTRIBUTE concept string 
@ATTRIBUTE class 	{anger,hate,joy,sad,love,courage,surprise,fear,peace}
@DATA
wicked,false,false,true,false,true,false,false,false,false,false,CHANGE,sad
be,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
unhappy,false,false,true,false,false,false,false,false,false,false,CHANGE,sad
dear,false,false,false,true,false,false,false,false,false,false,CHANGE,sad
i,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
ask,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
write,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
not,false,false,false,true,false,false,false,false,false,false,CHANGE,sad
find,false,true,false,false,false,false,false,true,false,false,CHANGE,sad
single,false,false,true,false,false,false,false,false,false,false,CHANGE,sad
write,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
right,false,false,false,true,false,false,false,false,false,false,CHANGE,sad
up,false,false,false,true,false,false,false,false,false,false,CHANGE,sad
why,false,false,false,true,false,false,false,false,false,false,CHANGE,sad
do,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
believe,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
write,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
nicely,false,false,false,true,false,false,false,false,false,false,CHANGE,sad
doe,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
carefully,false,false,false,true,false,false,false,false,false,false,CHANGE,sad
write,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
beautifully,false,false,false,true,false,false,false,false,false,false,CHANGE,sad
big,false,false,true,false,false,false,false,false,false,false,CHANGE,sad
when,false,false,false,true,false,false,false,false,false,false,CHANGE,sad
writing,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
do,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
think,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
be,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
so,false,false,false,true,false,false,false,false,false,false,CHANGE,sad
foolish,false,false,true,false,false,false,false,false,false,false,CHANGE,sad
horrid,false,false,true,false,false,false,false,false,false,false,CHANGE,sad
bring,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
waiting,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
writing,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
know,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
doe,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
not,false,false,false,true,false,false,false,false,false,false,CHANGE,sad
give,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
really,false,false,false,true,false,false,false,false,false,false,CHANGE,sad
nice,false,false,true,false,false,false,false,false,false,false,CHANGE,sad
was,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
not,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
aware,false,false,true,false,false,false,false,true,false,false,CHANGE,peace
when,false,false,false,true,false,false,true,false,false,false,CHANGE,peace
first,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
crossed,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
was,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
made,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
open,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
vast,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
when,false,false,false,true,false,false,true,false,false,false,CHANGE,peace
looked,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
felt,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
was,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
inscrutable,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
had,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
taken,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
own,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
even,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
so,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
same,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
appear,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
ever,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
known,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
know,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
well,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
crie,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
when,false,false,false,true,false,false,true,false,false,false,CHANGE,peace
right,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
take,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
away,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
very,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
find,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
do,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
want,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
now,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
have,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
been,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
say,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
i,false,true,false,false,false,false,true,false,false,false,CHANGE,peace
only,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
suppose,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
later,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
ever,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
think,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
i,false,true,false,false,false,false,true,false,false,false,CHANGE,peace
when,false,false,false,true,false,false,true,false,false,false,CHANGE,peace
i,false,true,false,false,false,false,true,false,false,false,CHANGE,peace
only,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
easily,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
imagine,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
now,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
ha,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
reached,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
old,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
i,false,true,false,false,false,false,true,false,false,false,CHANGE,peace
just,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
shut,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
think,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
are,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
growing,false,true,false,false,false,false,false,false,false,true,CHANGE,peace
darker,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
shiny,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
black,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
come,false,true,false,false,false,false,true,false,false,false,CHANGE,peace
why,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
come,false,true,false,false,false,false,true,false,false,false,CHANGE,peace
when,false,false,false,true,false,false,true,false,false,false,CHANGE,peace
i,false,true,false,false,false,false,true,false,false,false,CHANGE,peace
untimely,false,false,true,false,true,false,false,false,false,false,CHANGE,sad
more,false,false,false,true,false,false,false,true,false,false,CHANGE,sad
noisy,false,false,true,false,false,false,false,false,false,false,CHANGE,sad
loud,false,false,true,false,false,false,false,false,false,false,CHANGE,sad
i,false,true,false,false,false,false,true,false,false,false,CHANGE,sad
be,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
carried,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
hasten,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
are,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
there,false,false,false,true,false,false,false,false,false,true,CHANGE,sad
have,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
untimely,false,false,true,false,true,false,false,false,false,false,CHANGE,sad
thick,false,false,true,false,false,false,false,false,false,false,CHANGE,sad
let,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
then,false,false,false,true,false,false,false,false,false,false,CHANGE,sad
come,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
i,false,true,false,false,false,false,true,false,false,false,CHANGE,sad
not,false,false,false,true,false,false,true,false,false,false,CHANGE,sad
let,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
up,false,false,false,true,false,false,false,false,false,false,CHANGE,sad
lazy,false,false,true,false,false,false,false,false,false,false,CHANGE,sad
full,false,false,true,false,false,false,false,false,false,false,CHANGE,sad
many,false,false,true,false,false,false,false,false,false,false,CHANGE,sad
have,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
spent,false,true,false,false,false,false,false,false,false,false,CHANGE,sad
good,false,false,true,false,false,false,false,false,false,false,CHANGE,sad
now,false,false,false,true,false,false,true,false,false,false,CHANGE,sad
i,false,true,false,false,false,false,true,false,false,false,CHANGE,sad
empty,false,false,true,false,false,false,false,false,false,false,CHANGE,sad
know,false,true,false,false,false,false,true,false,false,false,CHANGE,sad
not,false,false,false,true,false,false,true,false,false,false,CHANGE,sad
why,false,false,false,true,false,false,true,true,false,false,CHANGE,sad
i,false,true,false,false,false,false,true,false,false,false,CHANGE,sad
sudden,false,false,true,false,false,false,true,false,false,false,CHANGE,sad
useless,false,false,true,false,false,false,true,false,false,false,CHANGE,sad
when,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
meet,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
crying,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
there,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
i,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
there,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
i,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
take,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
go,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
when,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
come,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
were,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
crying,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
when,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
come,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
back,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
see,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
doe,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
take,false,true,false,false,false,false,false,true,false,false,CHANGE,peace
get,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
baked,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
get,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
wet,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
were,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
away,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
just,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
get,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
send,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
see,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
open,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
walking,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
up,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
down,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
i,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
lonely,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
walk,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
never,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
once,false,false,false,true,false,false,false,true,false,false,CHANGE,peace
goe,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
were,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
walking,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
chasing,false,true,false,false,false,false,true,false,false,false,CHANGE,peace
when,false,false,false,true,true,false,false,false,false,false,CHANGE,love
why,false,false,false,true,true,false,false,false,false,false,CHANGE,love
when,false,false,false,true,true,false,false,false,false,false,CHANGE,love
bring,false,true,false,false,false,false,false,false,false,false,CHANGE,love
coloured,false,true,false,false,false,false,false,false,false,false,CHANGE,love
understand,false,true,false,false,false,false,false,false,false,false,CHANGE,love
why,false,false,false,true,true,false,false,false,false,false,CHANGE,love
there,false,false,false,true,false,false,false,false,false,false,CHANGE,love
i,false,true,false,false,false,false,false,false,false,false,CHANGE,love
such,false,false,true,false,false,false,false,false,false,false,CHANGE,love
why,false,false,false,true,true,false,false,false,false,false,CHANGE,love
are,false,true,false,false,false,false,false,false,false,false,CHANGE,love
painted,false,true,false,false,false,false,false,false,false,true,CHANGE,love
give,false,true,false,false,false,false,false,false,false,false,CHANGE,love
coloured,false,true,false,false,false,false,false,false,false,false,CHANGE,love
when,false,false,false,true,true,false,false,false,false,false,CHANGE,love
sing,false,true,false,false,false,false,false,false,false,false,CHANGE,love
make,false,true,false,false,false,false,true,false,false,false,CHANGE,love
truly,false,false,false,true,false,false,false,false,false,false,CHANGE,love
know,false,true,false,false,false,false,false,false,false,false,CHANGE,love
why,false,false,false,true,true,false,false,false,false,false,CHANGE,love
there,false,false,false,true,false,false,false,false,false,false,CHANGE,love
i,false,true,false,false,false,false,false,false,false,false,CHANGE,love
why,false,false,false,true,true,false,false,false,false,false,CHANGE,love
send,false,true,false,false,false,false,false,false,false,false,CHANGE,love
listening,false,true,false,false,false,false,false,false,false,false,CHANGE,love
sing,false,true,false,false,false,false,false,false,false,false,CHANGE,love
make,false,true,false,false,false,false,true,false,false,false,CHANGE,love
when,false,false,false,true,true,false,false,false,false,false,CHANGE,love
bring,false,true,false,false,false,false,false,false,false,false,CHANGE,love
sweet,false,false,true,false,false,false,false,false,false,false,CHANGE,love
greedy,false,false,true,false,false,false,false,false,false,false,CHANGE,love
know,false,true,false,false,false,false,false,false,false,false,CHANGE,love
why,false,false,false,true,true,false,false,false,false,false,CHANGE,love
there,false,false,false,true,false,false,false,false,false,false,CHANGE,love
i,false,true,false,false,false,false,false,false,false,false,CHANGE,love
why,false,false,false,true,true,false,false,false,false,false,CHANGE,love
are,false,true,false,false,false,false,false,false,false,false,CHANGE,love
secretly,false,false,false,true,false,false,false,false,false,true,CHANGE,love
filled,false,true,false,false,false,false,false,false,false,false,CHANGE,love
sweet,false,false,true,false,false,false,false,false,false,false,CHANGE,love
bring,false,true,false,false,false,false,false,false,false,false,CHANGE,love
sweet,false,false,true,false,false,false,false,false,false,false,CHANGE,love
greedy,false,false,true,false,false,false,false,false,false,false,CHANGE,love
when,false,false,false,true,true,false,false,false,false,false,CHANGE,love
make,false,true,false,false,false,false,true,false,false,false,CHANGE,love
surely,false,false,false,true,false,false,false,false,false,false,CHANGE,love
understand,false,true,false,false,false,false,false,false,false,false,CHANGE,love
bring,false,true,false,false,false,false,false,false,false,false,CHANGE,love
make,false,true,false,false,false,false,true,false,false,false,CHANGE,love
once,false,false,false,true,false,false,false,false,false,false,CHANGE,love
met,false,true,false,false,false,false,false,false,false,false,CHANGE,love
where,false,false,false,true,false,false,false,false,false,false,CHANGE,love
had,false,true,false,false,false,false,false,false,false,false,CHANGE,love
stopped,false,true,false,false,false,false,false,false,false,false,CHANGE,love
where,false,false,false,true,false,false,false,false,false,false,CHANGE,love
stood,false,true,false,false,false,false,false,false,false,false,CHANGE,love
still,false,false,false,true,false,false,false,false,false,false,CHANGE,love
i,false,true,false,false,false,false,false,false,false,false,CHANGE,love
so,false,false,false,true,false,false,false,false,false,false,CHANGE,love
far,false,false,false,true,false,false,false,false,false,false,CHANGE,love
away,false,false,false,true,false,false,false,false,false,false,CHANGE,love
now,false,false,false,true,false,false,false,false,false,false,CHANGE,love
am,false,true,false,false,false,false,false,false,false,false,CHANGE,love
alone,false,false,false,true,false,false,false,false,false,false,CHANGE,love
i,false,true,false,false,false,false,false,false,false,false,CHANGE,love
rocking,false,true,false,false,false,false,false,false,false,false,CHANGE,love
now,false,false,false,true,false,false,false,false,false,false,CHANGE,love
remember,false,true,false,false,false,false,false,false,false,false,CHANGE,love
again,false,false,false,true,false,false,false,false,false,false,CHANGE,love
how,false,false,false,true,false,false,false,false,false,false,CHANGE,love
once,false,false,false,true,false,false,false,false,false,false,CHANGE,love
met,false,true,false,false,false,false,false,false,false,false,CHANGE,love
where,false,false,false,true,false,false,false,false,false,false,CHANGE,love
had,false,true,false,false,false,false,false,false,false,false,CHANGE,love
descended,false,true,false,false,false,false,false,false,false,false,CHANGE,love
forgetting,false,true,false,false,false,false,false,false,false,false,CHANGE,love
sat,false,true,false,false,false,false,false,false,false,false,CHANGE,love
there,false,false,false,true,false,false,false,false,false,false,CHANGE,love
realized,false,true,false,false,false,true,false,false,false,false,CHANGE,love
how,false,false,false,true,false,false,false,false,false,false,CHANGE,love
great,false,false,true,false,false,false,false,false,false,false,CHANGE,love
realized,false,true,false,false,false,true,false,false,false,false,CHANGE,love
when,false,false,false,true,false,false,false,false,false,false,CHANGE,love
woke,false,true,false,false,false,false,false,false,false,false,CHANGE,love
up,false,false,false,true,false,false,false,false,false,false,CHANGE,love
looked,false,true,false,false,false,false,false,false,false,false,CHANGE,love
taking,false,true,false,false,false,false,false,false,false,false,CHANGE,love
kept,false,true,false,false,false,false,false,false,false,false,CHANGE,love
looking,false,true,false,false,false,false,false,false,false,false,CHANGE,love
had,false,true,false,false,false,false,false,false,false,false,CHANGE,love
know,false,true,false,false,false,false,false,false,false,false,CHANGE,love
how,false,false,false,true,false,false,false,false,false,false,CHANGE,love
passed,false,true,false,false,false,false,false,false,false,false,CHANGE,love
had,false,true,false,false,false,false,false,false,false,false,CHANGE,love
realized,false,true,false,false,false,true,false,false,false,false,CHANGE,love
where,false,false,false,true,false,false,false,false,false,false,CHANGE,love
how,false,false,false,true,false,false,false,false,false,false,CHANGE,love
how,false,false,false,true,false,false,false,false,false,false,CHANGE,love
pining,false,true,false,false,false,false,false,false,false,false,CHANGE,love
realized,false,true,false,false,false,true,false,false,false,false,CHANGE,love
when,false,false,false,true,false,false,false,false,false,false,CHANGE,love
wept,false,true,false,false,false,false,false,false,false,false,CHANGE,love
endless,false,false,true,false,false,false,false,false,false,false,CHANGE,love
then,false,false,false,true,false,false,false,false,false,false,CHANGE,love
came,false,true,false,false,false,false,false,false,false,false,CHANGE,love
know,false,true,false,false,false,false,false,false,false,false,CHANGE,love
silently,false,false,false,true,false,false,false,false,false,false,CHANGE,love
burn,false,true,false,false,false,false,false,false,false,false,CHANGE,love
why,false,false,false,true,false,false,false,false,false,false,CHANGE,love
get,false,true,false,false,false,false,false,false,false,false,CHANGE,love
lost,false,true,false,false,false,false,false,false,false,false,CHANGE,love
why,false,false,false,true,false,false,false,false,false,false,CHANGE,love
meet,false,true,false,false,true,false,false,false,false,false,CHANGE,love
why,false,false,false,true,false,false,false,false,false,false,CHANGE,love
i,false,true,false,false,false,false,false,false,false,false,CHANGE,love
own,false,false,true,false,false,false,false,false,false,false,CHANGE,love
accepting,false,true,false,false,false,false,false,false,false,false,CHANGE,love
realized,false,true,false,false,false,true,false,false,false,false,CHANGE,love
when,false,false,false,true,false,false,false,false,false,false,CHANGE,love
other,false,false,true,false,false,false,false,false,false,false,CHANGE,love
played,false,true,false,false,false,false,false,false,false,false,CHANGE,love
staking,false,true,false,false,false,false,false,false,false,false,CHANGE,love
see,false,true,false,false,false,false,false,false,false,false,CHANGE,love
more,false,false,false,true,false,false,true,false,false,false,CHANGE,love
unending,false,false,true,false,true,false,false,false,false,false,CHANGE,love
seem,false,true,false,false,false,false,false,false,false,false,CHANGE,love
have,false,true,false,false,false,false,false,false,false,false,CHANGE,love
loved,false,true,false,false,false,false,false,false,false,false,CHANGE,love
numberless,false,false,true,false,false,false,false,false,false,false,CHANGE,love
numberless,false,false,true,false,false,false,false,false,false,false,CHANGE,love
forever,false,false,false,true,false,true,true,false,false,false,CHANGE,love
ha,false,true,false,false,false,false,false,false,false,false,CHANGE,love
made,false,true,false,false,false,false,false,false,false,false,CHANGE,love
remade,false,true,false,false,false,false,false,false,false,false,CHANGE,love
take,false,true,false,false,false,false,false,false,false,false,CHANGE,love
many,false,false,true,false,false,false,false,false,false,false,CHANGE,love
forever,false,false,false,true,false,true,true,false,false,false,CHANGE,love
whenever,false,false,false,true,false,false,false,false,false,false,CHANGE,love
hear,false,true,false,false,false,false,false,false,false,false,CHANGE,love
old,false,false,true,false,false,false,false,false,false,false,CHANGE,love
chronicle,false,true,false,false,false,false,false,false,false,false,CHANGE,love
ancient,false,false,true,false,false,false,false,false,false,false,CHANGE,love
being,false,true,false,false,false,false,false,false,false,false,CHANGE,love
apart,false,false,false,true,false,false,false,false,false,false,CHANGE,love
together,false,false,false,true,false,false,false,false,false,false,CHANGE,love
stare,false,true,false,false,false,false,false,false,false,false,CHANGE,love
emerge,false,true,false,false,false,false,false,false,false,false,CHANGE,love
clad,false,false,true,false,false,false,false,false,false,false,CHANGE,love
piercing,false,true,false,false,false,false,false,false,false,false,CHANGE,love
become,false,true,false,false,false,false,false,false,false,false,CHANGE,love
i,false,true,false,false,false,false,false,false,false,false,CHANGE,love
remembered,false,true,false,false,false,false,false,false,false,false,CHANGE,love
forever,false,false,false,true,false,true,true,false,false,false,CHANGE,love
have,false,true,false,false,false,false,false,false,false,false,CHANGE,love
floated,false,true,false,false,false,false,false,false,false,false,CHANGE,love
here,false,false,false,true,false,false,false,false,false,false,CHANGE,love
bring,false,true,false,false,false,false,false,false,false,false,CHANGE,love
have,false,true,false,false,false,false,false,false,false,false,CHANGE,love
played,false,true,false,false,false,false,false,false,false,false,CHANGE,love
shared,false,true,false,false,false,false,false,false,false,false,CHANGE,love
same,false,false,true,false,false,false,false,false,false,false,CHANGE,love
shy,false,false,true,false,false,false,false,false,false,false,CHANGE,love
same,false,false,true,false,false,false,false,false,false,false,CHANGE,love
distressful,false,false,true,false,false,false,false,false,false,false,CHANGE,love
old,false,false,true,false,false,false,false,false,false,false,CHANGE,love
renew,false,true,false,false,false,false,false,false,false,false,CHANGE,love
renew,false,true,false,false,false,false,false,false,false,false,CHANGE,love
forever,false,false,false,true,false,true,true,false,false,false,CHANGE,love
i,false,true,false,false,false,false,false,false,false,false,CHANGE,love
heaped,false,true,false,false,false,false,false,false,false,false,CHANGE,love
ha,false,true,false,false,false,false,false,false,false,false,CHANGE,love
found,false,true,false,false,false,false,false,false,false,false,CHANGE,love
forever,false,false,false,true,false,true,true,false,false,false,CHANGE,love
universal,false,false,true,false,false,false,false,false,false,false,CHANGE,love
universal,false,false,true,false,false,false,false,false,false,false,CHANGE,love
universal,false,false,true,false,false,false,false,false,false,false,CHANGE,love
love,false,true,false,false,false,false,false,false,false,false,CHANGE,love
merging,false,true,false,false,false,false,false,false,false,false,CHANGE,love
forever,false,false,false,true,false,true,true,false,false,false,CHANGE,love
folded,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
great,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
humble,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
laborious,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
tumultuous,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
toil,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
hurrying,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
when,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
be,false,true,false,false,false,true,true,false,false,false,CHANGE,peace
done,false,true,false,false,false,false,false,false,false,false,CHANGE,peace
alone,false,false,false,true,false,false,false,false,false,false,CHANGE,peace
speechless,false,false,true,false,false,false,false,false,false,false,CHANGE,peace
are,false,true,false,false,true,true,false,false,false,false,CHANGE,love
are,false,true,false,false,true,true,false,false,false,false,CHANGE,love
have,false,true,false,false,false,false,false,false,false,false,CHANGE,love
sought,false,true,false,false,false,false,false,false,false,false,CHANGE,love
only,false,false,false,true,false,false,false,false,false,false,CHANGE,love
i,false,true,false,false,false,false,false,false,false,false,CHANGE,love
fill,false,true,false,false,false,false,false,false,false,false,CHANGE,love
empty,false,false,true,false,false,false,false,false,false,false,CHANGE,love
have,false,true,false,false,false,false,false,false,false,false,CHANGE,love
made,false,true,false,false,false,false,false,false,false,false,CHANGE,love
sweet,false,false,true,false,false,false,false,false,false,false,CHANGE,love
fancie,false,true,false,false,false,false,false,false,false,false,CHANGE,love
are,false,true,false,false,true,true,false,false,false,false,CHANGE,love
are,false,true,false,false,true,true,false,false,false,false,CHANGE,love
boundless,false,false,true,false,false,false,false,false,false,false,CHANGE,love
have,false,true,false,false,false,false,false,false,false,false,CHANGE,love
beautified,false,true,false,false,false,false,false,false,false,false,CHANGE,love
are,false,true,false,false,true,true,false,false,false,false,CHANGE,love
full,false,false,true,false,false,false,false,false,false,true,CHANGE,love
have,false,true,false,false,false,false,false,false,false,false,CHANGE,love
coloured,false,true,false,false,false,false,false,false,false,false,CHANGE,love
mixing,false,true,false,false,false,false,false,false,false,false,CHANGE,love
are,false,true,false,false,true,true,false,false,false,false,CHANGE,love
are,false,true,false,false,true,true,false,false,false,false,CHANGE,love
have,false,true,false,false,false,false,false,false,false,false,CHANGE,love
filled,false,true,false,false,false,false,false,false,false,false,CHANGE,love
lonely,false,false,true,false,false,false,false,false,false,false,CHANGE,love
being,false,true,false,false,false,false,false,false,false,false,CHANGE,love
have,false,true,false,false,false,false,false,false,false,false,CHANGE,love
coloured,false,true,false,false,false,false,false,false,false,false,CHANGE,love
made,false,true,false,false,false,false,false,false,false,false,CHANGE,love
fancie,false,true,false,false,false,false,false,false,false,false,CHANGE,love
always,false,false,false,true,false,false,false,false,false,false,CHANGE,love
have,false,true,false,false,false,false,false,false,false,false,CHANGE,love
dressed,false,true,false,false,false,false,false,false,false,false,CHANGE,love
are,false,true,false,false,true,true,false,false,false,false,CHANGE,love
are,false,true,false,false,true,true,false,false,false,false,CHANGE,love
being,false,true,false,false,false,false,false,false,false,false,CHANGE,love
see,false,true,false,false,false,false,false,false,false,false,CHANGE,love
more,false,false,false,true,false,false,true,false,false,false,CHANGE,love
i,false,true,false,false,true,false,false,false,false,false,CHANGE,courage
bending,false,true,false,false,false,false,false,false,false,false,CHANGE,courage
breaking,false,true,false,false,false,false,false,false,false,false,CHANGE,courage
back,false,false,false,true,false,false,false,false,false,false,CHANGE,courage
blinding,false,true,false,false,false,false,false,false,false,false,CHANGE,courage
beckoning,false,true,false,false,false,false,false,false,false,false,CHANGE,courage
fasten,false,true,false,false,false,false,false,false,false,false,CHANGE,courage
mistrusting,false,true,false,false,false,false,false,false,false,false,CHANGE,courage
speak,false,true,false,false,false,false,false,false,false,false,CHANGE,courage
adventurous,false,false,true,false,false,false,false,false,false,false,CHANGE,courage
are,false,true,false,false,false,false,false,false,false,false,CHANGE,courage
weakly,false,false,false,true,false,false,false,false,false,true,CHANGE,courage
yielded,false,true,false,false,false,false,false,false,false,false,CHANGE,courage
blind,false,false,true,false,false,false,false,false,false,false,CHANGE,courage
uncertain,false,false,true,false,false,false,false,false,false,false,CHANGE,courage
ever,false,false,false,true,false,false,false,false,false,false,CHANGE,courage
rigid,false,false,true,false,false,false,false,false,false,false,CHANGE,courage
cold,false,false,true,false,false,false,false,false,false,false,CHANGE,courage
where,false,false,false,true,false,false,false,false,false,false,CHANGE,courage
are,false,true,false,false,false,false,false,false,false,false,CHANGE,courage
started,false,true,false,false,false,false,false,false,false,true,CHANGE,courage
brainless,false,false,true,false,false,false,false,false,false,false,CHANGE,courage
repeated,false,true,false,false,false,false,false,false,false,false,CHANGE,courage
