poem content,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise,age,type
"To say that he was unhappy is either to say too much
or too little: depending on who's the audience.
Still, the smell he'd give off was a bit too odious,
and his canter was also quite hard to match.
He said, They meant just a monument, but something went astray:
the womb? the assembly line? the economy?
Or else, the war never happened, they befriended the enemy,
and he was left as it is, presumably to portray
Intransigence, Incompatibility—that sort of thing which proves
not so much one's uniqueness or virtue, but probability.
For years, resembling a cloud, he wandered in olive groves,
marveling at one-leggedness, the mother of immobility.
Learned to lie to himself, and turned it into an art
for want of a better company, also to check his sanity.
And he died fairly young—because his animal part
turned out to be less durable than his humanity.",1,disgust,0.9210785,0.009661192,0.9210785,0.009923996,0.000816694,0.03888795,0.015763849,0.003867854,Modern,Mythology & Folklore
"How this tart fable instructs
And mocks! Here's the parody of that moral mousetrap
Set in the proverbs stitched on samplers
Approving chased girls who get them to a tree
And put on a bark's nun-black
Habit which deflects
All amorous arrows. For to sheathe the virgin shape
In a scabbard of wood baffles pursuers,

Whether goat-thighed or god-haloed. Ever since that first Daphne
Switched her incomparable back
For a bay-tree hide, respect's
Twined to her hard limbs like ivy: the puritan lip
Cries: 'Celebrate the Syrinx whose demurs
Won her the frog-colored skin, pale pith and watery
Bed of a reed. Look:
Pine-needle armor protects
Pitys from Pan's assault! And though age drop
Their leafy crowns, their fame soars,
Eclipsing Eva, Cleo and Helen of Troy:
For which of those would speak
For a fashion that constricts
White bodies in a wooden girdle, root to top
Unfaced, unformed, the nipple-flowers
Shrouded to suckle darkness? Only they
Who keep cool and holy make
A sanctum to attract
Green virgins, consecrating limb and lip
To chastity's service: like prophets, like preachers,
They descant on the serene and seraphic beauty
Of virgins for virginity's sake.'
Be certain some such pact's
Been struck to keep all glory in the grip
Of ugly spinsters and barren sirs
As you etch on the inner window",1,disgust,0.6892144,0.21521392,0.6892144,0.017659318,0.00429109,0.055075124,0.014598348,0.003947642,Modern,Mythology & Folklore
"Before the oarsmen of Odysseus
would leave their mark upon the wine-dark sea,
I can divine the indefinable forms
of that old god whose name was Proteus.
Shepherd of the wave-flocks of the waters
and wielder of the gift of prophecy,
he liked to make a secret of his knowledge
and weave a pattern of ambiguous signs.
At the demand of people, he took on
the substance of a lion or a bonfire
or a tree, spreading shade on the river bank
or water which would disappear in water.
Proteus the Egyptian should not surprise you,
you, who are one, but also many others.",6,surprise,0.5021789,0.05288497,0.08721117,0.08805088,0.012663472,0.21613218,0.040878326,0.5021789,Modern,Mythology & Folklore
"Water touched water through my heart.
I fell into a white tangle of octopus,
fluttering for air, one molecule, one second ...
something ghosted across my brain, fiber
or seeds rising on the black negative.
Then I fled into whales, into thread-fine
fish where I ate muscle from my own bones,
into the conch, believing I was a sea.
As a sea anemone, prehensile, I waved
tentacles in the dark; crept with snails,
frightened of the impulse snapping
whatever-I-was into eels, minnows, bones,
into coins stamped with bees, into memory.
The membranes weren't sealed. I escaped—
light or energy—through mysterious windows.
Rents appeared in my insane fabric,
I'd tumble out of shape into other edges,
the cliff of my own dreams looming blue
in the shark's thrust for the swimmer.",2,fear,0.9369332,0.014556558,0.022897491,0.9369332,0.002750405,0.015596915,0.003695685,0.003569603,Modern,Mythology & Folklore
"Ages ago they called her old.
But there she was, walking the same street
each day. So they changed the time-scale,
calculating her age as with forests,
in centuries. Yet she stood
in the same spot each evening,
black as a citadel
towering, cavernous, charred,
and out of it the words that teemed in her
against her will, unwatched,
endlessly flapped and screamed,
while those that returned already
perched beneath her brows
shadowy, set for the night.",2,fear,0.31353414,0.20802163,0.09384217,0.31353414,0.002566154,0.23737817,0.11141925,0.033238497,Modern,Mythology & Folklore
"Dear individual soul, this is the Styx.
The Styx, that's right: Why are you so perplexed?
As soon as Charon reads the prepared text
over the speakers, let the nymphs affix
your name badge and transport you to the banks.
(The nymphs? They fled your woods and joined the ranks
of personnel here.) Floodlights will reveal
piers built of reinforced concrete and steel,
and hovercrafts whose beelike buzz resounds
where Charon used to ply his wooden oar.
Mankind has multiplied, has burst its bounds:
nothing, sweet soul, is as it was before.
Skyscrapers, solid waste, and dirty air:
the scenery's been harmed beyond repair.
Safe and efficient transportation (millions
of souls served here, all races, creeds, and sexes)
requires urban planning: hence pavilions,
warehouses, dry docks, and office complexes.
Among the gods it's Hermes, my dear soul,
who makes all prophecies and estimations
when revolutions and wars take their toll—
our boats, of course, require reservations.
A one-way trip across the Styx is free:
the meters saying, ""No Canadian dimes,
no tokens"" are left standing, as you see,
but only to remind us of old times.
From Section Tau Four of the Alpha Pier
you're boarding hovercraft Sigma Sixteen—
it's packed with sweating souls, but in the rear
you'll find a seat (I've got it on my s",6,surprise,0.54291093,0.02855181,0.048360027,0.022363665,0.002651749,0.3383527,0.0168091,0.54291093,Modern,Mythology & Folklore
"With only his dim lantern
To tell him where he is
And every time a mountain
Of fresh corpses to load up
Take them to the other side
Where there are plenty more
I'd say by now he must be confused
As to which side is which
I'd say it doesn't matter
No one complains he's got
Their pockets to go through
In one a crust of bread in another a sausage
Once in a long while a mirror
Or a book which he throws
Overboard into the dark river
Swift and cold and deep",1,disgust,0.65240335,0.03593017,0.65240335,0.042330574,0.001843158,0.20620589,0.022885118,0.03840173,Modern,Mythology & Folklore
"All darkness is not equally dark. When he stepped
down into the boat he made us snuff the whole
row of smoldering torches and brands we'd kept.
I drew my mantle round me. It was cold.
""It's in pitch-darkness that I forebode land.""
And the boat-hook guided the ferry into black.
Around the stem, Acheron's waters lapped.
""There still remains some thirteen heartbeats' sand
in the hourglass by the tiller. So I won't be late.""
Where we saw night's dark side and coal on coal
he steered by the rocky islets' shadow play,
and by the stone-pines' contours, toward his goal.
In the dark the scrape of keel on gravel bank.
""Here's my arm. Good night. The fare's one obol, thanks.""",1,disgust,0.33967474,0.16750804,0.33967474,0.27136582,0.002175971,0.13756569,0.07298155,0.008728264,Modern,Mythology & Folklore
"The conductor's hands were black with money:
Hold on to your ticket, he said, the inspector's
Mind is black with suspicion, and hold on to
That dissolving map. We moved through London,
We could see the pigeons through the glass but failed
To hear their rumours of wars, we could see
The lost dog barking but never knew
That his bark was as shrill as a cock crowing,
We just jogged on, at each request
Stop there was a crowd of aggressively vacant
Faces, we just jogged on, eternity
Gave itself airs in revolving lights
And then we came to the Thames and all
The bridges were down, the further shore
Was lost in fog, so we asked the conductor
What we should do. He said: Take the ferry
Faute de mieux. We flicked the flashlight
And there was the ferryman just as Virgil
And Dante had seen him. He looked at us coldly
And his eyes were dead and his hands on the oar
Marbled his calves and he said to us coldly:
If you want to die you will have to pay for it",2,fear,0.70828164,0.23013887,0.016789185,0.70828164,0.00163649,0.028915271,0.007675235,0.006563355,Modern,Mythology & Folklore
"Nor skin nor hide nor fleece
Shall cover you,
Nor curtain of crimson nor fine
Shelter of cedar-wood be over you,
Nor the fir-tree
Nor the pine.
Nor sight of whin nor gorse
Nor river-yew,
Nor fragrance of flowering bush,
Nor wailing of reed-bird to waken you,
Nor of linnet,
Nor of thrush.
Nor word nor touch nor sight
Of lover, you
Shall long through the night but for this:
The roll of the full tide to cover you
Without question,
Without kiss",2,fear,0.4060114,0.18770598,0.22050302,0.4060114,0.003178126,0.09505626,0.082367495,0.005177725,Modern,Mythology & Folklore
"There is no river which is called Lethe
by the ancients. To forget
is to neglect
or to refuse to
hold on to, to fail
to get... they should put out to sea
without being discovered by them ... he protected
the murderer unawares
it is not unknown to me
that some god led thee
What remains hidden
is also forgetfulness
means, the unnoticed, that which hasn't
been seen yet, lateo the Latin what lies
concealed ... lest he perish having known ...
lest he perish
having not accomplished his end

Thou thoughtest
to escape the gods' notice
in ... to let a thing escape, to forget?
That she might bear
unknown?
to forget purposely, to pass over? He chose
to forget?
Caught by the leg
he went head first
through the hole
into the darkness
where the waters
roar
& when he came out
he needed
those who could bathe
him back into
his memory and
his forgetfulness: his wits
were sharp enough
when he was on
sugar & didn't remember
all that had happened
in the year and a half
since he had come in barefoot

not to hold
not to remember
not to come by
anything got",2,fear,0.51357985,0.12705055,0.03282703,0.51357985,0.006647577,0.08587618,0.2089876,0.025031246,Modern,Mythology & Folklore
"The bride stepped on a snake; pierced by his venom,
The girl tripped, falling, stumbled into Death.
Her bridegroom, Orpheus, poet of the hour,
And pride ofRhadope, sang loud his loss
To everyone on earth. When this was done,
His wailing voice, his lyre, and himself
Came weaving through the tall gates ojTaenarus
Down to the world of Death and flowing Darkness
To tell the story of his grief again.",5,sadness,0.8820438,0.026241701,0.013725946,0.06262225,0.002065164,0.008679333,0.8820438,0.004621846,Modern,Mythology & Folklore
"So you have swept me back,
I who could have walked with the live souls
above the earth,
I who could have slept among the live flowers
at last;
so for your arrogance
and your ruthlessness
I am swept back
where dead lichens drip
dead cinders upon moss of ash;
so for your arrogance
I am broken at last,
I who had lived unconscious,
who was almost forgot;
if you had let me wait
I had grown from listlessness
into peace,
if you had let me rest with the dead,
I had forgot you
and the past.
v
So for your arrogance
and your ruthlessness
I have lost the earth
and the flowers of the earth,
and the live souls above the earth,
and you who had passed across the light
and reached
ruthless;
you who have your own light,
who are to yourself a presence,
who need no presence;
yet for all your arrogance
and your glance,
I tell you this:
such loss is no loss,
such terror, such coils and strands and pitfalls
of blackness,
such terror
is no loss;
hell is no worse than your earth
above the earth,
hell is no worse,
no, nor your flowers
nor your veins of light
nor your presence,
a loss;
my hell is no worse than yours
though you pass among the flowers and speak
with the spirits above earth.
VI
Against the black
I have more fervour
than you in all the splendour of that place,
against the blackness
and the sta",0,anger,0.89456886,0.89456886,0.006510909,0.080507874,0.001309308,0.006624421,0.008399787,0.002078983,Modern,Mythology & Folklore
"He is here, come down to look for you.
It is the song that calls you back,
a song of joy and suffering
equally: a promise:
that things will be different up there
than they were last time.
You would rather have gone on feeling nothing,
emptiness and silence; this stagnant peace
of the deepest sea, which is easier
than the noise and flesh of the surface.
i
You are used to these blanched dim corridors,
you are used to the king
who passes you without speaking.
The other one is different
and you almost remember him.
He says he is singing to you
because he loves you,
not as you are now,
so chilled and minimal: moving and still
both, like a white curtain blowing
in the draft from a half-opened window
beside a chair on which nobody sits.",4,neutral,0.5799286,0.017232874,0.022964489,0.016373629,0.1354902,0.5799286,0.21653199,0.011478194,Modern,Mythology & Folklore
"When Orpheus and his Eurydice
walked up from the underworld, they thought
of the light up there, how beautiful it was,
how much they longed for, needed it;
but even so, they'd been a long time
in the dark, too long. They'd learned it needed them",5,sadness,0.27146736,0.034996442,0.060406134,0.26042366,0.19891007,0.10414504,0.27146736,0.06965127,Modern,Mythology & Folklore
"Eurydice is impossible
If Orpheus looks away
Eurydice doubts and weeps
If Orpheus looks at her
Eurydice dies",2,fear,0.5053926,0.005757851,0.014226582,0.5053926,0.002374953,0.03834711,0.4296804,0.004220396,Modern,Mythology & Folklore
"They had almost reached light.
And as he walked, a space
was left behind in the air
like a keyhole in a door
but him-shaped.
And the door of the air
was opening, opening so wide
he had to turn to close it.",6,surprise,0.58113396,0.033669475,0.037047323,0.27667862,0.002544851,0.05672028,0.012205425,0.58113396,Modern,Mythology & Folklore
"Though there are wild dogs
Infesting the roads
We have recitals, catalogues
Of protected birds;
And the rare pale sun
To water our days.
Men turn to savagery now or turn
To the laws'
Immutable black and red.
To be judged for his song,
Traversing the still-moist dead,
The newly-stung,
Love goes, carrying compassion
To the rawly-difficult;
His countenance, his hands' motion,
Serene even to a fault.",1,disgust,0.6794915,0.07832639,0.6794915,0.014899739,0.063572645,0.096552715,0.06535158,0.001805504,Modern,Mythology & Folklore
"And she was there. The little boat
Coasting the perilous isles of sleep,
Zones of oblivion and despair,
Stopped, for Eurydice was there.
The foundering skiff could scarcely keep
All that felicity afloat.
As if we had left earth's frontier wood
Long since and from this sea had won
The lost original of the soul,
The moment gave us pure and whole
Each back to each, and swept us on
Past every choice to boundless good.
Forgiveness, truth, atonement, all
Our love at once—till we could dare
At last to turn our heads and see
The poor ghost of Eurydice
Still sitting in her silver chair,
Alone in Hades' empty hall.",5,sadness,0.7023125,0.005446491,0.007837263,0.24841765,0.004754089,0.028115997,0.7023125,0.003116033,Modern,Mythology & Folklore
"It was an adventure much could be made of: a walk
On the shores of the darkest known river,
Among the hooded, shoving crowds, by steaming rocks
And rows of ruined huts half-buried in the muck;
Then to the great court with its marble yard
Whose emptiness gave him the creeps, and to sit there
In the sunken silence of the place and speak
Of what he had lost, what he still possessed of his loss,
And, then, pulling out all the stops, describing her eyes,
Her forehead where the golden light of evening spread,
The curve of her neck, the slope of her shoulders, everything
Down to her thighs and calves, letting, letting the words come,
As if lifted from sleep, to drift upstream,
Against the water's will, where all the condemned
And pointless labor, stunned by his voice's cadence,
Would come to a halt, and even the crazed, dishevelled
Furies, for the first time, would weep, and the soot-filled
Air would clear just enough for her, the lost bride,
To step through the image of herself and be seen in the light.
As everyone knows, this was the first great poem,
Which was followed by days of sitting around
In the houses of friends, with his head back, his eyes
Closed, trying to will her return, but finding
Only himself, again and again, trapped
In the chill of his loss, and, finally,
Without a w",2,fear,0.6726638,0.04703522,0.05788897,0.6726638,0.00271156,0.079069726,0.077828296,0.062802434,Modern,Mythology & Folklore
"II,XII I
Be ahead of all parting, as though it already were
behind you, like the winter that has just gone by.
For among these winters there is one so endlessly winter
that only by wintering through it will your heart survive.
Be forever dead in Eurydice—more gladly arise
into the seamless life proclaimed in your song.
Here, in the realm of decline, among momentary days,
be the crystal cup that shattered even as it rang.
Be—and yet know the great void where all things begin,
the infinite source of your own most intense vibration,
so that, this once, you may give it your perfect assent.
To all that is used-up, and to all the muffled and dumb
creatures in the world's full reserve, the unsayable sums,
joyfully add yourself, and cancel the count.",5,sadness,0.6068874,0.073461786,0.012169877,0.08736074,0.0520401,0.15625273,0.6068874,0.011827311,Modern,Mythology & Folklore
"Whether he will go on singing
or not, knowing what he knows
of the horror of this world:
He was not wandering among meadows
all this time. He was down there
among the mouthless ones, among
those with no fingers, those
whose names are forbidden,
those washed up eaten into
among the gray stones
of the shore where nobody goes
through fear. Those with silence.
He has been trying to sing
love into existence again
and he has failed.
Yet he will continue
to sing, in the stadium
crowded with the already dead
who raise their eyeless faces
to listen to him; while the red flowers
grow up and splatter open
against the walls.
They have cut off both his hands
and soon they will tear
his head from his body in one burst
of furious refusal.
He foresees this. Yet he will go on
singing, and in praise.
To sing is either praise
or defiance. Praise is defiance.",2,fear,0.9439236,0.04145999,0.003850183,0.9439236,0.001077456,0.003532199,0.003120021,0.003036543,Modern,Mythology & Folklore
"When Orpheus walked beneath the trees
all the leaves were Eurydices
when Orpheus looked into a well
he saw the skies of hell
when Orpheus took up his lyre
he saw his funeral pyre
on which the Maenads tossed
his scattered limbs and hissed
""Everything he did was wrong:
love and theory, wife and song""
yet when they picked up his head
they kissed his mouth and said
""All the lies these lips told
kept us from ever growing old—
now keep them wet eternally.""
And Orpheus saw them throw it in the sea",0,anger,0.38531014,0.38531014,0.35152373,0.17947501,0.006171482,0.017386304,0.053594775,0.006538622,Modern,Mythology & Folklore
"therefore to open
mouth, and let
the voice
flayed, and eaten, piece
by lean piece, and with what
savorings, and with what
shovings of the greasy fingers
to the mouth, to get
full flavors
who, also, went
down, and, came
up, a
coming back and,
then, hid
he fell to the
cannibal girls
after this",1,disgust,0.45797923,0.028346473,0.45797923,0.03738569,0.048692346,0.36487558,0.02911967,0.033601023,Modern,Mythology & Folklore
"Of all the women whom I know it is
Alcestis I most passionately admire,
Who died for an unworthy man, being
Sure that love was death
And nothing more. Nothing is pure in
Nature. Not childhood, nor infancy
Nor the moment of begetting with its
Too many images. Uneasy in my
Labor, uneasy in my rest. In love
Distressed; and in my loneliness quite lost—
I walk out in this storm, as in a mind
Deranged but not unclean;
Alcestis is my dream, who died forever
And then rose—for three days mute and strange.",2,fear,0.9607507,0.00156678,0.006095032,0.9607507,0.000730929,0.006629297,0.020039158,0.004188143,Modern,Mythology & Folklore
"She seeks him; but he shuns the love
Of all who are phenomenal.
Only reflection sanctifies,
For him, the beauty she holds dear.
All mass is burden; he sinks its power:
Potential drowned, the perfect flower.
He knelt to the one pure idea,
Self-love: the perfect sacrifice.
She calls and calls to him, till all
The vacant world resounds with love.
*
Only reflection sanctifies,
For him, the beauty she holds dear.
He kneels to the one pure idea,
Self-love: the perfect sacrifice.
For he has shunned all forms of love
That are, like hers, phenomenal.
She calls and calls to him, till all
The vacant world resounds with love.
*
Only reflection sanctifies,
For him, the beauty she holds dear.
She calls and calls to him, till all
The vacant world resounds with love.",1,disgust,0.54834974,0.07029819,0.54834974,0.013783479,0.005668125,0.24457361,0.11399598,0.003330991,Modern,Mythology & Folklore
"Himself the worshipped and the worshipper,
He sought himself and was pursued, wooed, fired
By Ms own heat of love. Again, again
He tried to kiss the image in the well;
Again, again his arms embraced the silver
Elusive waters where his image shone....
* * *
Then with his last ""Good-bye,"" ""Good-bye,"" said Echo.
At this he placed his head deep in cool grasses
While death shut fast his eyes....",4,neutral,0.41597068,0.1471393,0.13629003,0.052372005,0.02488256,0.41597068,0.2124594,0.010885992,Modern,Mythology & Folklore
"So, even with a severed tongue, Philomela recounted her tribulations,
weaving them one by one into her robe with patience and faith,
with modest colors—violet, ash, white and black—and as is always true
with works of art, there's an excess of black. All the rest—
Procne, Tereus with his axe, their pursuit in Daulis,
even the cutting out of the tongue—we consider insignificant, things we forget.
That robe of hers is enough, secret and precise, and her transformation
at the crucial moment into a nightingale. Still, we say: without all the rest,
those things now contemptible, would this brilliant robe and the nightingale exist?",1,disgust,0.47264197,0.18888503,0.47264197,0.044237603,0.007292864,0.2381594,0.030106891,0.018676272,Modern,Mythology & Folklore
"He who breaks
Philomela's heart
to save her from
the pain of love
is a liar
a liar.
What is the nightingale's
sweet song
it means
get lost
get lost.
On these trees
I'm
the only
male.",5,sadness,0.79935557,0.04459683,0.013040912,0.022094239,0.004654748,0.103129886,0.79935557,0.013127813,Modern,Mythology & Folklore
"As though the mercury's under its tongue, it won't
talk. As though with the mercury in its sphincter,
immobile, by a leaf-coated pond
a statue stands white like a blight of winter.
After such snow, there is nothing indeed: the ins
and outs of centuries, pestered heather.
That's what coming full circle means—
when your countenance starts to resemble weather,
when Pygmalion's vanished. And you are free
to cloud your folds, to bare the navel.
Future at last! That is, bleached debris
of a glacier amid the five-lettered ""never.""
Hence the routine of a goddess, nee
alabaster, that lets roving pupils gorge on
the heart of the color and temperature of the knee.
That's what it looks like inside a virgin.",1,disgust,0.621562,0.113408856,0.621562,0.037698507,0.004701814,0.1583611,0.05116573,0.013101966,Modern,Mythology & Folklore
"Niobe, your tears
are your children now. See how
we have multiplied.",4,neutral,0.71337783,0.06824401,0.025004314,0.003970257,0.011025781,0.71337783,0.07617608,0.10220176,Modern,Mythology & Folklore
"The boy accepted them;
His whole childhood in them, his difference
From the others. The wings
Gold,
Gold for credence,
Every feather of them. He believed more in the things
Than I, and less. Familiar as speech,
The family tongue. I remember
New expedients, frauds, ridiculous
In the real withering sun blazing
Still. Who could have said
More, losing the boy anyway, anyway
In the bare field there old man, old potterer ...",0,anger,0.39403987,0.39403987,0.28569487,0.06305445,0.004367499,0.14691995,0.07782356,0.028099844,Modern,Mythology & Folklore
"His memories of the labyrinth go numb with sleep.
The single memory: how the calls and the confusion rose
until at last they swung him up from the earth.
And how all cleavings which have cried out always
for their bridges in his breast
slowly shut like eyelids,
and how the birds swept past like shuttles, like arrows,
and finally the last lark brushing his hand,
falling like song.
Then: the wind's labyrinth, with its blind bulls,
cacophonous lights and inclines,
with its dizzying breath which he through arduous
struggle learned how to parry,
until it rose again, his vision and his flight.
Now he is rising alone, in a sky without clouds,
in a space empty of birds in the din of the aircraft...
rising towards a clearer and clearer sun,
turning gradually cooler, turning cold,
and upwards toward the spring of his blood, soul's cataract:
a prisoner in a whistling lift,
a seabubble's journey toward the looming magnetic air:
the bursting of the foetal membrane, transparently near,
and the vortex of signs, born of the springtide, raging of azure,
crumbling walls, and drunkenly the call of the other side:
Reality fallen
Without reality born!",2,fear,0.6231105,0.06261706,0.012780358,0.6231105,0.002809452,0.027869843,0.201607,0.0692058,Modern,Mythology & Folklore
"He said he would be back and we'd drink wine together
He said that everything would be better than before
He said we were on the edge of a new relation
He said he would never again cringe before his father
He said that he was going to invent full-time
He said he loved me that going into me
He said was going into the world and the sky
He said all the buckles were very firm
He said the wax was the best wax
He said Wait for me here on the beach
He said Just don't cry
I remember the gulls and the waves
I remember the islands going dark on the sea
I remember the girls laughing
I remember they said he only wanted to get away from me
I remember mother saying: Inventors are like poets,
a trashy lot
I remember she said those who try out inventions are worse
I remember she added: Women who love such are the worst of all
I have been waiting all day, or perhaps longer.
I would have liked to try those wings myself.
It would have been better than this.",2,fear,0.74614906,0.012605701,0.03931636,0.74614906,0.012951642,0.15133797,0.022886675,0.01475261,Modern,Mythology & Folklore
"The gift from above
the penalty from above—
threads of the same spool.
If it weren't for his wings
who would have known
that Icarus was a fool?",0,anger,0.50556046,0.50556046,0.25908569,0.019822048,0.004784718,0.08869015,0.081821784,0.040235132,Modern,Mythology & Folklore
"From the ascending jet
the cities recede
like a wilderness
of expanding constellations
like the heroic past.
If engines falter
what to fall back on
what underlies us
but universal darkness
pocked with fleeing stars?
We do most fear to fall
into no thing
but falling.
They have blown out
even the flaming sun
by which God candled
this egg shaped earth
saw in its molten yolk
a stir of feathers
set it warm to brood
nested in orbit.
From this dark egg
we all have hatched
we Icarus, at moth
to a doomed star
now free-fall
out of time.",2,fear,0.9682979,0.005504658,0.001688362,0.9682979,0.000731545,0.006217616,0.011395179,0.006164686,Modern,Mythology & Folklore
"Aging, the mind contracts
and learns to do with less:
out of itself exacts
a filament, a tress
to trap the lightest prize,
a joy too fine for sense,
that passion would despise
but for its impotence.",3,joy,0.64306176,0.026883783,0.04283682,0.002766195,0.64306176,0.05788825,0.22254787,0.004015404,Modern,Mythology & Folklore
"Love which is the most difficult mystery
Asking from every young one answers
And most from those most eager and most beautiful—
Love is a bird in a fist:
To hold it hides it, to look at it lets it go.
It will twist loose if you lift so much as a finger.
It will stay if you cover it—stay but unknown and invisible.
Either you keep it forever with fist closed
Or let it fling
Singing in fervor of sun and in song vanish.
There is no answer other to this mystery.",4,neutral,0.47951353,0.24332497,0.04043332,0.10385484,0.028638983,0.47951353,0.090777665,0.013456632,Modern,Mythology & Folklore
"When Psyche—life—goes down to the shades,
To search for Persephone in the translucent forest,
A blind swallow flings itself at her feet
With Stygian tenderness and a green twig.
A throng of shades rushes towards the fugitive,
Greeting the new companion with lamentations,
And they wring their weak hands at her
With bewilderment, shyly hopeful.
One holds out a mirror, another a flask of perfume—
The soul is a woman after all, she likes trinkets,
And the leafless forest of transparent voices
Is sprinkled with dry laments like fine rain.
And not knowing where to begin in this tender commotion,
The soul does not recognize the transparent groves;
She breathes on the mirror and delays handing over
The copper lozenge for the foggy ferrying",2,fear,0.74931765,0.017375892,0.046336666,0.74931765,0.00620179,0.05137692,0.07824711,0.051143907,Modern,Mythology & Folklore
"My fate is cruel? No doubt it makes you think
Of Dante, how I'm in it up to here.
The pool is warm, I tell myself; to drink
It wouldn't cool me anyway, so tears
Are not in order. And to eat the fruit
That hangs above me on that long, lone branch
Would only lead to fouling what I stand
In. No, it's better this way. This way suits
Me fine, thank you. In water free of stench,
I contemplate one perfect apple wind
Would only blow away were I to reach.
Weep not for me, my gentle reader. Each
Man wants some object that will always tease
And taunt. The trick is learning to be pleased.",1,disgust,0.71102595,0.092807315,0.71102595,0.036489677,0.004930026,0.121450715,0.030997975,0.002298293,Modern,Mythology & Folklore
"Sits at the window, waits the threatened steel
as any common housewife waits near dark
for groceries that should have come at four,
when it's too late to phone to hear they're certain,
to know the boy is pedalling up the hill
and not gone home. A boy who's late—
it could be simply that, so still her hands.
Two or three birds. Bare branches.
A thrush taps on the gravel, tilts its head.
Her eyes, she thinks, could hold it if she wanted,
could make it come up close, think this is home.
Sits there, her folded hands, her lips cold,
the expected blade already on her skin.
A piece of wind no bigger than a man
moves the dead leaves, bends the sopping grass.
A blind cord knocks the window like a drum.
'Perseus, stalwart, honest, comes his way,
his footstep nicks the corners of the day,
like something hard against a grey, chipped stone.'
The stone he says she makes with those grey eyes.
Jade in the dusk. Heavier than grey.
And when he comes, how talk moves like a mirror,
a polished shield, in shadows, then in light,
always his care to stay behind its hurt.
Talks of her greatest gift—to deck out men
in stone: stone heart, stone limbs, the lot.
Turns men to stone, turns them to herself.
'The only way to end, for both our good.'
And like a man who shows off coins or gems
he lets his words fal",2,fear,0.7755042,0.09864778,0.025175007,0.7755042,0.001383633,0.0691563,0.019241557,0.010891507,Modern,Mythology & Folklore
"Perseus on an ornamental charger,
German work, sixteenth century,
Hovering above the slumbering Medusa
Like a buzzing fly or a mosquito
On beaten, golden wings. His head averted
From her agate gaze. In his right hand
A sword, in his left a mirror.
Helmeted by night, slipshod by darkness.
Wondering where to strike. She looks asleep
As if dreaming of petrified forests,
Monumental dryads, stone leaves, stone limbs,
Or of the mate that she will never meet
Who will look into her eyes and live.",2,fear,0.9376626,0.008123486,0.0269671,0.9376626,0.000935197,0.011533645,0.01156549,0.003212364,Modern,Mythology & Folklore
"Heracles, mighty son offair-ankled Alkmene,
accomplished his grim labors....
Blessed is he.' His exploits all finished,
he is now among the gods, griefless and ageless forever.",5,sadness,0.98209727,0.00184485,0.001714184,0.005882557,0.001216241,0.005891623,0.98209727,0.001353354,Modern,Mythology & Folklore
"For (no one left) pretending not to care
Becomes an academic exercise:
I could as easily hold up the skies
As sit here writing in a summer chair
Or find that voluntary garden where
I can assert my title to the prize
That's mine if I unravel the disguise,
That doubleness we live in as in air.
I do care. Even at the eleventh hour
One has to hope for a miraculous birth,
Though from the golden tree the dragons sigh
Who have the whole of life within their power,
Who will yield nothing. And the widowed earth
Will sit there bravely smiling and not cry.",3,joy,0.40642253,0.015431497,0.014463786,0.003289059,0.40642253,0.2383006,0.31435633,0.007736168,Modern,Mythology & Folklore
"They are not dead, they are not dead!
Now that the sun, like a lion, licks his paws
and goes slowly down the hill:
now that the moon, who remembers, and only cares
that we should be lovely in the flesh, with bright, crescent feet,
pauses near the crest of the hill, climbing slowly, like a queen
looking down on the lion as he retreats—
Now the sea is the Argonauts' sea, and in the dawn
Odysseus calls the commands, as he steers past those foamy islands;
wait, wait, don't bring me the coffee yet, nor the pain grille.
The dawn is not off the sea, and Odysseus' ships
have not yet passed the islands, I must watch them still.",4,neutral,0.28129318,0.12980844,0.17417839,0.23750651,0.03135086,0.28129318,0.08803141,0.05783121,Modern,Mythology & Folklore
"Jason swore that his hand was hers forever.
She took him at his word....
* # *
There Medea found
Jason remarried, and with her deadly spells
She burnt his bride to ashes while two seas
Witnessed the flames that poured from Jason's halls.
Even then her blood-red steel had pierced the bodies
Of their two sons; yet she escaped the edge
of Jason's sword by taking refuge in her
Dragon's car, those flying monsters born
Of Titan's blood.",0,anger,0.9414577,0.9414577,0.015848024,0.018403856,0.001110978,0.006025833,0.013881658,0.003271906,Modern,Mythology & Folklore
"Anguish and revenge made visible, her serpents lifted
Medea above pity and horror of the enacted
Crime; murderess to herself most cruel,
Absolute in power of absolute loss,
Invulnerable by human justice or human hate,
Apollo whose ancestral fire seethed in her veins
Snatched among the gods who acknowledge only
The truth of life, fulfilled in her
To the last bitter blood-drop of her being.
On amphora and crater apotheosis
Has raised into the myths of Greece the barbarous
Wronged woman whose outstretched parting hand
Warns that there are furies among the immortals,
That anguish is an avenging frenzy
Of passionate love that slaughters her own children.
What could earth-bound Jason who rated calculation above the gods
Answer Medea departing on the dragon-chariot of her desolation?",0,anger,0.8909249,0.8909249,0.021936981,0.016440416,0.001008213,0.006764756,0.061158244,0.001766558,Modern,Mythology & Folklore
